노선번호,"?""사용년월""",표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
3219,201502,123000288,24379,경찰병원.서울동부고용노동지청,0,0,0,0,0,0,0,0,16,4,32,33,81,65,140,198,141,363,127,157,98,111,94,103,105,110,136,115,140,93,150,105,115,88,115,96,191,117,133,76,129,60,168,63,139,56,42,9,20151217
3219,201502,123000289,24380,제일오피스텔,0,0,0,0,0,0,0,0,12,9,19,12,20,63,51,134,68,237,34,144,38,109,52,81,39,62,55,72,65,85,62,87,65,83,81,86,146,82,90,57,97,44,128,32,97,37,21,15,20151217
3219,201502,990072761,~,가락소매시장,0,0,0,0,0,0,0,0,7,20,18,29,65,68,45,53,124,145,82,103,73,81,89,66,83,55,95,49,94,50,93,64,94,61,113,67,113,42,61,34,47,25,62,67,49,51,12,13,20151217
3219,201502,990072762,~,가락축협공판장,0,0,0,0,0,0,0,0,4,7,25,14,81,30,128,54,161,112,141,69,116,25,131,29,117,34,115,36,127,36,137,44,140,44,131,41,97,53,78,30,38,32,40,46,33,67,15,3,20151217
3219,201502,990011751,~,수서역KT수서지점,0,0,0,0,0,0,0,0,20,6,70,36,146,111,238,198,276,376,212,263,144,172,175,178,256,154,256,150,276,178,210,147,191,169,238,201,373,264,279,225,227,111,237,166,294,108,54,58,20151217
3219,201502,990072765,~,궁마을,0,0,0,0,0,0,0,0,19,1,6,6,31,10,46,8,84,29,48,47,52,18,36,22,46,39,59,24,62,24,57,19,26,32,35,27,51,44,44,46,25,28,31,31,24,49,4,9,20151217
3219,201502,122000113,23216,한국토지주택공사앞,0,0,0,0,0,0,0,0,0,0,14,2,27,26,78,142,71,390,83,174,66,127,68,88,59,78,62,112,65,117,83,144,88,152,102,142,172,185,139,122,84,95,71,95,69,124,13,55,20151217
3219,201502,122000666,23290,강남보건소.강남구립국제교육원,0,0,0,0,0,0,0,0,0,0,18,7,8,11,16,50,50,126,43,174,43,132,59,99,54,110,64,124,64,141,79,168,70,177,76,164,89,222,46,163,69,110,60,120,43,112,38,47,20151217
3219,201502,122000102,23205,삼성동서광아파트,0,0,0,0,0,0,0,0,0,0,42,26,104,75,303,204,728,264,328,183,196,151,159,198,196,198,180,187,218,224,223,224,216,263,223,234,280,244,266,254,124,184,146,151,176,164,87,97,20151217
3219,201502,122000103,23206,강남구청.강남세무서,0,0,0,0,0,0,0,0,0,0,6,13,6,66,14,225,66,491,88,263,70,191,124,279,110,204,106,252,110,263,119,285,117,281,118,248,158,250,98,229,65,162,99,142,67,187,31,86,20151217
3219,201502,990008298,~,청담천주교회,0,0,0,0,0,0,0,0,0,0,3,31,176,126,656,237,2409,627,1789,577,465,331,308,240,242,225,192,209,193,201,203,238,177,256,174,203,190,221,157,195,144,151,72,100,44,123,22,54,20151217
3219,201502,990008249,~,청담치안센터,0,0,0,0,0,0,0,0,0,0,2,39,0,163,10,428,28,1600,11,1668,11,569,9,406,7,359,13,364,27,361,29,363,23,369,22,371,42,376,41,238,50,203,15,167,23,146,1,98,20151217
3219,201502,122000248,23352,개포동역,24,45,0,0,0,0,0,0,0,0,11,8,24,19,32,41,69,35,48,57,45,94,62,93,87,132,64,136,75,129,87,236,111,237,119,273,141,258,172,367,159,321,133,255,141,279,123,165,20151217
3219,201502,122000247,23351,경기여고,9,41,0,0,0,0,0,0,0,0,9,6,10,17,46,54,53,41,47,31,40,36,40,33,47,66,47,68,34,60,51,74,53,92,47,138,55,162,39,210,37,252,41,153,33,190,18,122,20151217
3219,201502,122000244,23348,개포3단지.수도전기공고후문,1,31,0,0,0,0,0,0,0,0,1,19,1,22,11,28,38,34,13,36,5,33,4,41,16,46,5,57,15,51,13,69,15,76,4,71,20,90,16,125,3,120,3,110,4,124,3,59,20151217
3219,201502,122000349,23466,시립개포도서관,6,18,0,0,0,0,0,0,0,0,8,7,26,5,56,26,30,24,46,49,42,59,49,48,73,54,76,81,90,99,60,86,86,118,94,95,103,106,98,87,67,106,89,90,37,87,20,62,20151217
3219,201502,122000233,23337,개포주공1단지,3,27,0,0,0,0,0,0,0,0,31,4,29,10,190,11,199,26,154,22,119,28,100,40,103,62,131,51,113,63,130,77,119,98,121,75,111,88,110,117,69,123,59,100,77,132,23,64,20151217
3219,201502,122000343,23457,개포중학교,17,11,0,0,0,0,0,0,0,0,28,1,120,24,593,13,718,43,421,25,352,27,258,17,299,42,314,41,262,49,257,67,204,72,275,66,255,61,204,100,139,92,118,58,110,117,60,66,20151217
3219,201502,122000283,23387,삼성서울병원정문건너편,30,13,0,0,0,0,0,0,0,0,2,16,7,98,50,246,102,278,53,196,60,215,80,152,70,153,72,228,94,157,148,170,183,114,205,73,126,86,82,96,100,50,59,103,51,42,80,15,20151217
3219,201502,122000284,23388,일원역,3,6,0,0,0,0,0,0,0,0,3,1,6,11,4,239,37,147,43,55,39,45,68,39,97,54,70,59,52,57,59,50,82,70,86,61,56,72,26,49,20,44,23,46,16,60,8,24,20151217
3219,201502,990072828,~,일원본동주민센터,12,11,0,0,0,0,0,0,0,0,1,5,20,20,40,25,74,59,68,48,48,47,55,36,78,55,63,59,68,62,77,52,85,81,71,85,81,74,55,103,67,75,27,48,28,85,23,28,20151217
3219,201502,990072829,~,시립수서청소년수련관,3,3,0,0,0,0,0,0,0,0,0,3,27,19,48,26,114,58,53,46,46,23,49,42,48,38,32,36,36,38,42,31,44,53,39,34,50,65,50,57,36,41,24,35,12,31,4,21,20151217
3219,201502,122000065,23167,프리마호텔,0,0,0,0,0,0,0,0,0,0,25,30,13,61,10,303,25,896,48,383,20,252,28,236,47,268,41,222,57,190,76,263,94,251,111,241,262,213,237,243,118,212,154,180,114,184,47,78,20151217
3219,201502,122000282,23386,삼성서울병원정문,0,0,0,0,0,0,0,0,2,12,5,52,3,189,43,311,75,194,153,155,213,142,224,137,250,119,336,149,291,228,316,112,367,69,395,66,252,39,118,29,117,20,81,107,117,57,28,7,20151217
3219,201502,122000241,23345,개포중학교,0,0,0,0,0,0,0,0,1,1,52,18,48,83,165,122,277,292,182,216,176,231,155,194,172,267,177,286,160,310,193,288,200,334,160,355,198,493,116,356,66,345,33,262,35,303,11,111,20151217
3219,201502,122000350,23467,개포2단지,0,0,0,0,0,0,0,0,2,1,4,10,3,3,28,31,61,110,34,109,58,103,45,87,67,127,53,162,43,141,59,150,57,96,64,124,44,138,43,101,17,88,11,67,10,55,4,14,20151217
3219,201502,990074881,~,시립도서관,0,0,0,0,0,0,0,0,5,0,35,12,22,3,46,12,83,43,72,60,115,63,82,36,128,44,88,45,105,78,91,67,148,48,149,30,127,22,82,29,48,15,45,19,29,13,25,18,20151217
3219,201502,122000243,23347,개포3단지.수도전기공고후문,0,0,0,0,0,0,0,0,3,0,49,1,83,0,187,12,276,11,140,5,103,7,79,6,76,10,73,9,73,5,54,6,58,13,85,15,68,10,28,10,21,1,14,6,14,6,3,3,20151217
3219,201502,122000249,23353,개포주공5단지경기여고,0,0,0,0,0,0,0,0,18,2,48,36,108,47,506,149,734,208,362,118,235,91,194,78,189,109,155,104,225,97,243,92,216,114,216,131,113,133,137,94,37,49,45,36,24,37,18,20,20151217
3219,201502,122000250,23354,개포동역,0,0,0,0,0,0,0,0,0,0,34,22,68,11,184,130,167,243,172,111,159,113,138,83,182,117,252,105,174,100,197,79,226,97,231,110,169,114,115,93,85,55,64,28,43,22,28,17,20151217
3219,201502,122000136,23239,대치역강남구민회관,0,0,0,0,0,0,0,0,0,0,2,13,15,30,73,68,138,97,70,80,48,56,46,72,57,76,55,65,60,83,64,91,83,93,65,77,53,76,22,37,16,24,18,22,12,13,8,8,20151217
3219,201502,990010986,~,대치역,0,0,0,0,0,0,0,0,0,2,23,40,1,131,37,330,92,403,83,227,92,228,121,212,225,222,213,196,182,192,249,232,270,237,331,229,244,212,331,146,221,72,176,60,460,37,54,21,20151217
3219,201502,990010932,~,청실아파트,0,0,0,0,0,0,0,0,0,0,11,4,15,8,32,16,40,47,43,59,71,68,117,83,232,74,195,79,198,71,218,74,201,127,199,66,195,78,377,91,147,15,175,12,299,12,19,2,20151217
3219,201502,122000117,23220,중대부고,0,0,0,0,0,0,0,0,3,0,13,5,18,30,99,112,281,112,192,67,141,51,117,69,177,73,172,82,150,58,165,82,201,92,167,79,204,85,167,88,117,38,95,35,116,76,46,19,20151217
3219,201502,122000118,23221,단대부고.대치아이파크아파트,0,0,0,0,0,0,0,0,0,0,12,2,9,10,77,57,141,61,75,58,57,59,48,93,60,114,72,138,59,122,71,181,78,165,71,155,83,143,41,134,41,71,26,76,19,142,7,24,20151217
3219,201502,990008358,~,한티역,0,0,0,0,0,0,0,0,1,4,35,39,54,9,160,56,221,146,176,154,184,123,161,135,225,225,269,229,288,270,320,294,327,328,347,270,347,256,272,298,253,153,173,132,225,204,77,30,20151217
3219,201502,990008329,~,도성초등학교,0,0,0,0,0,0,0,0,1,4,16,18,48,35,192,126,271,226,166,139,120,139,108,105,135,150,133,170,126,156,152,167,141,171,173,204,273,198,139,149,108,102,98,61,94,110,48,24,20151217
3219,201502,990008301,~,대치동진선여고앞,0,0,0,0,0,0,0,0,0,0,8,14,35,32,110,204,166,336,187,217,158,196,229,164,182,190,183,218,166,183,187,196,188,177,190,326,191,242,168,209,117,120,159,104,190,114,81,71,20151217
3219,201502,122000111,23214,선릉역.선정릉정문,0,0,0,0,0,0,0,0,1,0,40,45,165,34,436,107,986,334,656,197,488,123,412,90,312,100,407,159,499,159,565,153,607,180,585,249,678,137,476,97,376,77,496,74,428,83,185,59,20151217
3219,201502,122000112,23215,선정릉역.무형문화재전수회관,0,0,0,0,0,0,0,0,0,0,4,17,20,18,32,86,90,304,87,208,94,130,88,89,67,100,70,94,95,102,105,89,98,135,94,133,136,119,103,113,61,85,42,63,36,96,19,47,20151217
3219,201502,123000586,24460,서울버스종점,0,0,0,0,0,0,0,0,20,0,31,0,18,0,44,1,38,1,21,0,27,1,20,0,23,0,31,0,22,2,11,0,17,0,36,0,43,1,23,3,15,0,16,0,7,0,0,2,20151217
3219,201502,123000356,24448,아이코리아,0,0,0,0,0,0,0,0,0,0,6,0,35,0,47,0,42,0,37,0,29,1,24,2,18,2,29,1,31,1,17,1,20,0,27,1,27,1,25,1,14,0,27,1,1,1,0,0,20151217
3219,201502,123000372,24464,송파글마루도서관.버들어린이집,0,0,0,0,0,0,0,0,0,0,1,0,16,1,39,1,66,1,40,0,25,1,18,3,22,0,28,0,16,0,18,2,33,0,19,2,15,2,10,0,4,0,25,0,14,1,0,0,20151217
3219,201502,123000375,24467,문현고등학교,0,0,0,0,0,0,0,0,5,0,4,2,13,6,28,9,70,11,124,2,42,0,45,4,47,2,40,3,63,4,48,2,50,4,45,2,36,6,24,2,13,3,14,0,15,0,0,0,20151217
3219,201502,123000219,24309,문현중학교,0,0,0,0,0,0,0,0,7,4,13,12,7,24,34,37,88,17,46,21,47,19,37,15,50,6,57,17,83,6,83,11,87,14,87,29,118,34,59,27,65,12,57,4,89,7,0,0,20151217
3219,201502,123000217,24307,건영아파트,0,0,0,0,0,0,0,0,3,0,3,0,16,1,46,8,130,20,80,6,37,3,44,4,39,5,36,3,25,3,33,6,32,14,32,6,42,12,29,4,24,3,12,0,18,2,0,0,20151217
3219,201502,123000220,24310,문덕초등학교.문정고등학교,0,0,0,0,0,0,0,0,8,1,15,0,48,3,158,9,177,31,123,12,68,9,61,6,55,14,58,11,55,12,77,8,65,10,65,14,87,21,56,6,31,4,43,3,57,8,0,0,20151217
3219,201502,123000233,24323,문정동푸르지오아파트,0,0,0,0,0,0,0,0,25,2,43,1,96,3,231,9,401,28,204,35,96,22,115,21,89,18,107,19,131,28,77,27,92,34,97,28,121,38,83,21,47,25,33,24,66,14,1,0,20151217
3219,201502,123000237,24327,문정현대아파트,0,0,0,0,0,0,0,0,3,6,15,3,80,9,156,21,329,46,163,71,135,34,94,31,90,28,101,36,102,48,58,36,77,44,69,40,98,46,60,38,47,27,61,21,50,36,2,4,20151217
3219,201502,123000252,24343,가윤예식장,0,0,0,0,0,0,0,0,3,1,23,4,89,5,152,41,270,79,125,65,102,28,93,21,78,25,92,44,118,47,110,57,63,34,109,41,128,49,79,32,58,20,105,20,69,35,9,3,20151217
3219,201502,990072766,~,수서태화복지관,0,0,0,0,0,0,0,0,0,16,8,12,18,34,49,14,57,69,38,39,56,19,37,30,59,27,53,40,45,28,36,41,58,56,42,41,57,70,26,63,25,47,35,38,22,44,3,22,20151217
