노선번호,"?""사용년월""",표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
6651,201609,118000480,19847,신풍프라자,0,4,0,0,0,0,0,0,0,0,8,0,9,8,29,22,37,56,17,21,11,14,2,14,22,20,19,22,16,26,14,44,12,59,5,89,18,92,10,88,4,88,3,91,2,87,1,51,20161008
6651,201609,118000261,19352,대성유니드아파트,1,8,0,0,0,0,0,0,0,0,5,0,18,6,74,10,75,25,86,10,21,8,19,11,21,26,14,23,15,25,22,44,22,70,15,84,17,91,16,88,9,76,8,103,30,113,0,91,20161008
6651,201609,118000259,19350,신길광장공원,0,5,0,0,0,0,0,0,0,0,1,1,5,17,31,25,48,55,16,20,9,18,10,19,6,19,4,16,8,25,8,22,9,42,15,55,6,56,5,42,1,42,2,29,0,31,0,14,20161008
6651,201609,118000579,19219,신풍역,2,6,0,0,0,0,0,0,0,0,0,5,25,47,6,294,26,403,21,201,12,102,12,51,13,77,9,77,9,88,17,65,17,67,22,85,25,119,8,65,10,71,14,55,10,63,20,29,20161008
6651,201609,118000271,19628,명신유치원,0,6,0,0,0,0,0,0,0,0,0,0,0,19,1,6,6,51,2,41,3,21,4,23,2,32,0,17,2,32,1,38,0,33,2,62,8,50,3,52,3,48,1,46,0,31,0,29,20161008
6651,201609,118000256,19347,영진시장,0,8,0,0,0,0,0,0,0,0,0,0,0,30,3,21,3,42,0,45,8,24,4,27,3,16,6,28,2,28,5,32,1,25,3,49,5,73,5,60,0,42,2,49,0,30,0,35,20161008
6651,201609,118000255,19346,보라매역,0,5,0,0,0,0,0,0,0,0,0,0,1,19,6,52,5,135,2,54,9,47,3,24,11,28,7,37,3,30,5,42,6,45,12,51,1,54,2,53,1,29,3,51,7,34,0,22,20161008
6651,201609,118000219,19310,대방천사거리,0,2,0,0,0,0,0,0,0,0,23,0,29,30,49,42,103,118,71,113,60,19,81,22,72,35,109,28,116,29,146,44,195,18,145,37,333,82,166,41,135,43,139,34,143,34,59,16,20161008
6651,201609,118000302,19393,보라매공원입구,0,0,0,0,0,0,0,0,0,0,13,0,22,0,19,0,53,0,38,1,31,0,22,1,29,2,35,1,27,3,29,0,28,2,26,1,37,3,32,3,20,2,23,0,19,0,3,0,20161008
6651,201609,118000218,19309,대길초등학교,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,1,44,8,12,4,19,1,18,4,11,4,18,3,29,11,13,9,32,13,15,7,30,6,17,10,10,4,21,9,16,3,0,4,20161008
6651,201609,118000272,19363,우성2차아파트,0,0,0,0,0,0,0,0,0,0,7,0,13,2,39,16,28,3,33,13,36,5,31,12,41,4,25,14,46,16,62,30,92,20,32,24,53,20,39,26,21,10,19,10,23,19,9,3,20161008
6651,201609,118000224,19315,새길어린이집.신풍역3번출구,0,0,0,0,0,0,0,0,0,0,3,6,30,4,43,6,82,7,32,10,32,12,29,6,39,7,37,11,44,9,48,6,75,12,114,19,108,13,103,16,83,7,82,11,73,14,40,7,20161008
6651,201609,118000326,19418,신길광장공원,0,0,0,0,0,0,0,0,0,0,2,2,32,9,129,6,49,23,47,8,38,6,31,5,29,9,28,21,35,12,23,20,23,19,32,23,22,20,25,21,14,18,11,20,11,24,2,12,20161008
6651,201609,118000407,19709,대성유니드아파트,0,0,0,0,0,0,0,0,0,0,29,0,145,4,285,10,276,17,137,9,142,14,104,8,82,14,90,8,106,28,74,22,73,36,68,37,97,39,50,39,28,19,29,28,21,36,8,9,20161008
6651,201609,118000260,19351,대성아파트.건영아파트후문,0,0,0,0,0,0,0,0,0,0,23,1,51,9,172,14,179,24,70,30,69,8,52,15,58,7,60,14,46,27,54,28,87,52,95,39,125,55,64,46,21,32,23,37,20,39,1,19,20161008
6651,201609,118000189,19274,대림동현대3차아파트,0,0,0,0,0,0,0,0,0,0,11,0,125,15,242,14,250,68,132,28,89,26,74,21,73,40,74,32,49,33,74,74,68,76,106,62,71,91,46,78,31,78,26,78,16,78,8,23,20161008
6651,201609,118000188,19273,한국방송통신대학교,0,0,0,0,0,0,0,0,0,0,40,1,53,1,74,11,100,13,66,3,32,1,31,11,24,9,34,5,23,10,37,6,46,24,62,14,79,12,49,18,10,19,27,6,16,12,7,9,20161008
6651,201609,118000311,19402,현대2차아파트후문,0,0,0,0,0,0,0,0,0,0,37,0,117,3,165,6,156,10,131,6,38,4,38,5,46,3,26,8,19,6,23,7,30,10,33,7,30,11,17,5,15,10,11,10,16,6,8,2,20161008
6651,201609,118000221,19312,대림코오롱아파트,0,0,0,0,0,0,0,0,0,0,2,17,45,53,70,108,67,140,38,37,19,40,12,43,17,24,16,40,16,25,8,24,6,43,15,43,10,64,7,36,6,26,7,31,3,29,0,10,20161008
6651,201609,116000016,17102,신도림역,0,0,0,0,0,0,0,0,0,0,23,108,110,560,206,1027,505,1103,252,661,143,493,164,423,249,386,263,412,286,349,371,353,447,397,605,487,678,552,612,404,613,168,657,165,508,128,402,81,20161008
6651,201609,118000266,19357,대림동코오롱아파트,0,0,0,0,0,0,0,0,0,0,0,1,14,15,41,8,61,26,23,11,10,13,6,16,9,11,10,13,16,22,11,17,8,24,13,27,32,47,16,35,17,24,11,30,14,16,8,21,20161008
6651,201609,118000241,19332,성원아파트입구,1,3,0,0,0,0,0,0,0,0,1,4,47,29,233,26,241,83,142,60,60,34,52,43,54,65,49,64,72,80,45,82,40,103,68,123,122,143,28,130,41,101,21,152,18,132,9,76,20161008
6651,201609,118000263,19354,건영아파트후문,1,6,0,0,0,0,0,0,0,0,1,1,6,17,73,61,85,126,42,70,38,33,18,36,19,43,19,68,15,56,27,50,16,84,21,85,26,109,13,94,11,85,13,100,8,77,6,31,20161008
6651,201608,118000219,19310,대방천사거리,0,9,0,0,0,0,0,0,0,0,66,1,77,48,148,147,258,328,190,378,196,59,226,47,290,82,349,75,328,94,430,72,421,92,399,104,846,151,525,123,449,135,427,115,361,92,202,58,20160908
