³ë¼±¹øÈ£,"?""»ç¿ë³â¿ù""",Ç¥ÁØ¹ö½ºÁ¤·ùÀåID,¹ö½ºÁ¤·ùÀåARS¹øÈ£,¿ª¸í,00½Ã½ÂÂ÷ÃÑ½Â°´¼ö,00½ÃÇÏÂ÷ÃÑ½Â°´¼ö,1½Ã½ÂÂ÷ÃÑ½Â°´¼ö,1½ÃÇÏÂ÷ÃÑ½Â°´¼ö,2½Ã½ÂÂ÷ÃÑ½Â°´¼ö,2½ÃÇÏÂ÷ÃÑ½Â°´¼ö,3½Ã½ÂÂ÷ÃÑ½Â°´¼ö,3½ÃÇÏÂ÷ÃÑ½Â°´¼ö,4½Ã½ÂÂ÷ÃÑ½Â°´¼ö,4½ÃÇÏÂ÷ÃÑ½Â°´¼ö,5½Ã½ÂÂ÷ÃÑ½Â°´¼ö,5½ÃÇÏÂ÷ÃÑ½Â°´¼ö,6½Ã½ÂÂ÷ÃÑ½Â°´¼ö,6½ÃÇÏÂ÷ÃÑ½Â°´¼ö,7½Ã½ÂÂ÷ÃÑ½Â°´¼ö,7½ÃÇÏÂ÷ÃÑ½Â°´¼ö,8½Ã½ÂÂ÷ÃÑ½Â°´¼ö,8½ÃÇÏÂ÷ÃÑ½Â°´¼ö,9½Ã½ÂÂ÷ÃÑ½Â°´¼ö,9½ÃÇÏÂ÷ÃÑ½Â°´¼ö,10½Ã½ÂÂ÷ÃÑ½Â°´¼ö,10½ÃÇÏÂ÷ÃÑ½Â°´¼ö,11½Ã½ÂÂ÷ÃÑ½Â°´¼ö,11½ÃÇÏÂ÷ÃÑ½Â°´¼ö,12½Ã½ÂÂ÷ÃÑ½Â°´¼ö,12½ÃÇÏÂ÷ÃÑ½Â°´¼ö,13½Ã½ÂÂ÷ÃÑ½Â°´¼ö,13½ÃÇÏÂ÷ÃÑ½Â°´¼ö,14½Ã½ÂÂ÷ÃÑ½Â°´¼ö,14½ÃÇÏÂ÷ÃÑ½Â°´¼ö,15½Ã½ÂÂ÷ÃÑ½Â°´¼ö,15½ÃÇÏÂ÷ÃÑ½Â°´¼ö,16½Ã½ÂÂ÷ÃÑ½Â°´¼ö,16½ÃÇÏÂ÷ÃÑ½Â°´¼ö,17½Ã½ÂÂ÷ÃÑ½Â°´¼ö,17½ÃÇÏÂ÷ÃÑ½Â°´¼ö,18½Ã½ÂÂ÷ÃÑ½Â°´¼ö,18½ÃÇÏÂ÷ÃÑ½Â°´¼ö,19½Ã½ÂÂ÷ÃÑ½Â°´¼ö,19½ÃÇÏÂ÷ÃÑ½Â°´¼ö,20½Ã½ÂÂ÷ÃÑ½Â°´¼ö,20½ÃÇÏÂ÷ÃÑ½Â°´¼ö,21½Ã½ÂÂ÷ÃÑ½Â°´¼ö,21½ÃÇÏÂ÷ÃÑ½Â°´¼ö,22½Ã½ÂÂ÷ÃÑ½Â°´¼ö,22½ÃÇÏÂ÷ÃÑ½Â°´¼ö,23½Ã½ÂÂ÷ÃÑ½Â°´¼ö,23½ÃÇÏÂ÷ÃÑ½Â°´¼ö,µî·ÏÀÏÀÚ
5538,201511,120000449,21366,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,63,0,213,1,484,16,567,45,325,3,193,6,75,7,120,4,87,4,86,6,58,6,61,16,83,14,82,14,46,23,57,20,39,13,20,8,6,3,20151208
5538,201511,120000418,21349,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,76,24,378,24,1163,75,1178,174,712,103,347,77,182,31,211,37,194,28,205,61,146,40,150,57,155,69,201,49,112,40,78,32,52,35,60,24,9,10,20151208
5538,201510,120000412,21851,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,39,3,274,5,1836,24,354,1,268,2,326,8,370,12,486,4,562,14,757,13,1017,19,1268,38,1702,26,2767,52,3090,54,2302,22,2254,18,2237,20,866,11,20151217
5538,201510,120000420,21342,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,0,45,1,59,36,63,11,23,4,4,7,7,15,17,16,16,21,27,23,43,29,21,24,34,44,18,50,32,76,30,52,21,31,20,40,14,29,20151217
5538,201510,120000419,21343,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,1,5,60,34,457,94,313,90,95,68,46,118,34,124,44,160,87,238,91,324,89,380,66,331,133,647,112,866,110,1167,121,934,115,805,87,817,54,542,20151217
5538,201510,120000450,21365,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,1,2,3,40,4,255,11,117,21,106,4,61,6,56,9,113,13,105,6,159,7,246,11,250,7,422,16,415,9,592,19,503,14,434,9,427,2,275,20151217
5538,201510,120000417,21344,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,0,1,0,88,10,2034,19,518,5,60,7,53,5,46,11,65,13,74,20,73,6,108,3,111,9,159,8,183,8,244,1,185,1,169,1,141,1,85,20151217
5538,201510,120000415,21345,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,22,3,25,0,22,0,30,2,16,1,43,0,62,2,95,3,102,1,77,4,231,4,238,3,405,5,286,2,267,3,243,1,149,20151217
5538,201510,120000413,21346,Àç³ÑÀÌ°í°³,0,0,0,0,0,0,0,0,0,0,213,4,565,91,1641,77,1714,216,650,150,316,111,232,78,274,176,241,199,226,210,183,264,443,234,281,492,281,738,204,876,99,601,96,598,93,609,24,329,20151217
5538,201510,120000414,21347,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,117,1,198,4,589,2,602,17,315,0,211,2,136,0,150,5,120,6,155,0,83,4,123,2,113,2,114,3,65,5,31,2,39,1,18,2,6,2,20151217
5538,201510,120000416,21348,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,25,0,88,2,280,11,409,36,190,3,120,3,80,3,96,4,88,2,101,1,122,6,312,4,253,6,202,17,96,9,73,2,83,7,131,2,24,0,20151217
5538,201510,120000449,21366,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,55,0,169,1,568,7,568,52,323,2,190,7,97,6,125,5,90,6,82,5,96,17,86,15,72,8,89,16,59,24,64,17,33,14,22,3,8,4,20151217
5538,201510,120000418,21349,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,96,4,412,34,1259,75,1215,166,665,114,324,82,165,25,249,38,193,30,189,38,114,49,114,85,153,67,213,51,109,42,73,19,45,35,51,71,8,10,20151217
5538,201510,120000155,21257,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,31,4,232,30,440,43,540,20,199,6,78,2,45,2,44,6,50,5,93,5,62,3,73,0,51,4,77,2,67,0,32,0,13,0,13,0,24,20151217
5538,201510,120000156,21258,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,0,195,5,1229,291,3424,99,3943,15,2154,10,989,5,613,8,649,31,748,36,623,37,468,56,911,3,618,24,729,24,396,1,287,1,205,29,223,5,57,20151217
5538,201509,120000412,21851,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,47,2,272,2,1669,10,374,5,362,9,374,6,343,8,491,10,615,15,764,6,974,12,1237,25,1590,27,2579,46,2925,54,2158,27,2119,13,2032,17,801,10,20151217
5538,201509,120000420,21342,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,0,42,1,45,34,63,15,20,4,10,11,10,16,11,22,22,35,26,18,41,29,23,28,31,51,27,58,32,69,30,47,22,26,27,40,12,22,20151217
5538,201509,120000419,21343,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,2,7,44,27,542,90,320,89,99,56,49,136,48,134,49,154,58,238,87,309,74,348,71,351,118,636,116,856,108,1108,98,865,105,774,80,815,52,486,20151217
5538,201509,120000450,21365,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,2,4,2,40,2,256,17,114,9,77,7,69,6,66,7,107,3,133,3,158,7,235,9,207,11,348,20,420,22,525,6,475,5,398,5,379,3,256,20151217
5538,201509,120000417,21344,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,0,2,1,73,21,2024,32,515,6,196,7,111,7,43,4,81,13,71,25,109,18,100,9,108,12,149,6,179,8,235,3,222,3,154,0,141,0,84,20151217
5538,201509,120000415,21345,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,32,2,22,1,25,2,27,0,20,0,34,0,58,4,88,1,113,2,101,3,222,1,248,3,334,4,291,3,193,1,227,0,117,20151217
5538,201509,120000413,21346,Àç³ÑÀÌ°í°³,0,0,0,0,0,0,0,0,0,0,164,8,604,97,1485,105,1388,220,613,140,304,108,198,74,262,148,219,157,223,189,170,220,419,201,268,426,244,693,260,830,125,533,87,571,71,502,25,341,20151217
5538,201509,120000414,21347,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,91,0,178,3,591,6,512,15,307,3,244,2,135,3,188,1,122,7,120,8,99,2,160,6,96,6,112,2,88,6,39,3,38,3,19,0,7,1,20151217
5538,201509,120000416,21348,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,30,0,75,0,239,12,360,22,173,3,165,6,85,3,186,5,96,5,110,4,134,3,346,8,199,16,120,15,91,26,53,14,63,3,123,2,29,1,20151217
5538,201509,120000449,21366,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,54,0,165,0,502,7,561,32,299,4,159,9,93,4,155,6,93,8,83,10,99,8,80,15,103,14,85,8,40,29,62,13,30,9,15,5,9,1,20151217
5538,201509,120000418,21349,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,109,3,365,32,1234,70,1095,140,592,124,278,76,188,40,224,54,189,38,221,46,148,47,131,70,147,69,153,60,130,40,71,33,56,29,48,44,11,4,20151217
5538,201509,120000155,21257,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,27,1,196,32,391,50,442,12,170,4,77,1,58,1,76,3,58,4,92,5,58,7,86,4,57,5,63,1,59,1,33,0,22,0,12,1,11,20151217
5538,201509,120000156,21258,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,0,163,3,1291,310,3287,112,3362,39,1982,17,964,2,595,6,652,18,775,5,620,13,540,9,963,15,530,12,578,11,460,22,259,21,206,14,204,0,103,20151217
5538,201508,120000412,21851,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,55,0,276,1,1102,13,382,6,301,1,358,7,388,5,592,11,686,21,754,14,954,17,1155,23,1490,40,2438,36,2700,72,2273,33,2129,34,2133,33,858,12,20151217
5538,201508,120000420,21342,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,1,0,23,1,32,22,38,18,23,6,15,17,10,15,16,17,24,18,20,29,40,35,21,33,40,41,32,58,49,73,39,50,22,37,18,60,9,17,20151217
5538,201508,120000419,21343,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,4,5,33,56,395,103,303,94,71,65,49,128,50,123,69,182,79,231,66,306,83,337,65,359,97,663,113,744,119,1008,127,897,103,837,74,798,54,495,20151217
5538,201508,120000156,21258,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,0,220,2,1189,175,3034,88,3427,18,2158,16,1030,8,714,12,802,16,761,28,688,53,657,21,738,13,547,62,637,45,479,63,309,37,201,46,218,7,62,20151217
5538,201508,120000450,21365,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,5,6,1,31,4,188,9,138,8,99,6,77,6,80,2,125,9,157,5,161,7,241,4,202,12,359,27,381,13,555,10,493,5,423,1,392,6,301,20151217
5538,201508,120000417,21344,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,0,3,1,49,21,1271,19,377,7,105,8,78,11,86,12,117,12,113,26,91,22,117,11,73,8,149,2,203,7,222,11,158,1,148,1,157,2,95,20151217
5538,201508,120000415,21345,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,1,3,0,8,11,17,3,16,0,21,2,24,0,21,2,55,1,69,3,78,2,86,2,83,3,154,1,245,4,319,4,280,4,226,1,247,1,146,20151217
5538,201508,120000413,21346,Àç³ÑÀÌ°í°³,0,0,0,0,0,0,0,0,0,0,150,15,510,112,1524,99,1385,216,665,105,335,112,202,74,307,179,236,198,223,200,238,256,241,192,299,422,279,679,248,767,126,593,102,552,79,502,13,321,20151217
5538,201508,120000414,21347,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,111,1,152,3,531,3,471,7,355,6,230,5,140,3,185,6,137,4,142,3,82,6,96,9,115,5,121,4,75,6,51,3,48,2,33,2,7,0,20151217
5538,201508,120000416,21348,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,43,0,85,0,280,9,322,16,176,2,90,4,114,5,177,2,111,5,137,5,209,10,276,9,150,9,134,9,109,26,54,7,82,13,71,7,16,0,20151217
5538,201508,120000449,21366,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,55,1,190,1,429,9,586,32,330,3,191,5,132,4,158,8,91,4,112,10,103,12,83,17,103,14,83,12,76,19,56,10,18,11,27,6,8,0,20151217
5538,201508,120000418,21349,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,119,12,364,23,1145,68,1181,136,526,101,338,53,240,35,291,62,192,54,218,50,165,46,171,56,195,86,182,44,128,54,75,46,46,35,61,35,11,9,20151217
5538,201508,120000155,21257,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,27,2,175,26,422,59,428,12,167,2,79,1,60,0,66,4,59,9,86,4,85,3,69,2,80,3,75,3,60,0,25,2,20,0,12,0,15,20151217
5538,201507,120000412,21851,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,54,1,251,2,1163,17,598,4,490,4,542,8,415,10,558,19,767,11,760,8,967,15,1185,34,1489,36,2653,51,2973,68,2323,45,2177,27,2290,47,937,12,20151217
5538,201507,120000420,21342,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,3,0,30,4,48,39,53,9,25,4,20,11,21,17,19,15,41,15,21,29,29,34,28,26,24,72,28,69,28,88,20,47,28,48,15,51,7,28,20151217
5538,201507,120000419,21343,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,3,5,28,60,359,91,395,106,110,57,71,180,47,141,55,147,91,273,68,281,56,333,41,286,105,600,101,785,119,1184,107,919,81,819,101,942,45,537,20151217
5538,201507,120000414,21347,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,121,2,180,4,589,1,503,10,408,0,232,4,123,4,146,3,138,4,128,6,80,8,71,3,101,3,97,4,60,0,50,2,35,6,19,2,16,3,20151217
5538,201507,120000416,21348,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,28,0,133,2,290,7,338,13,189,2,140,3,94,3,339,4,130,5,182,8,149,10,262,8,157,6,81,17,78,25,43,8,57,6,53,5,2,1,20151217
5538,201507,120000449,21366,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,69,3,140,0,496,9,565,45,376,3,190,8,144,2,161,7,96,8,99,12,91,4,85,18,105,13,130,9,80,20,64,7,25,15,16,6,6,4,20151217
5538,201507,120000418,21349,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,121,17,448,18,1291,103,1333,196,630,121,344,72,211,20,269,71,195,40,195,70,156,41,172,49,161,65,188,44,125,61,74,35,54,20,68,39,13,12,20151217
5538,201507,120000155,21257,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,24,1,215,28,429,79,522,16,236,2,117,2,55,1,62,3,47,6,116,2,85,6,49,3,52,6,61,5,73,0,17,0,21,0,20,0,10,20151217
5538,201507,120000156,21258,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,0,219,7,1388,147,3308,128,3782,33,2332,14,1099,19,694,10,906,12,829,10,671,10,525,27,727,9,560,6,631,7,432,37,284,23,199,17,169,18,74,20151217
5538,201507,120000450,21365,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,6,2,4,26,6,196,23,147,12,110,6,98,2,87,5,130,9,186,8,189,4,233,2,194,13,347,6,381,14,576,6,473,2,377,6,430,1,332,20151217
5538,201507,120000417,21344,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,1,4,1,54,10,1160,41,795,8,303,8,252,4,56,8,93,9,131,21,92,7,82,9,93,13,104,6,202,1,214,5,177,3,150,6,159,2,97,20151217
5538,201507,120000415,21345,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,16,1,20,0,16,0,34,0,35,1,55,2,72,1,82,0,84,1,95,1,188,2,276,1,284,4,265,2,245,0,205,1,154,20151217
5538,201507,120000413,21346,Àç³ÑÀÌ°í°³,0,0,0,0,0,0,0,0,0,0,185,14,608,132,1743,85,1547,223,667,125,393,119,210,79,310,169,263,220,248,193,190,232,235,232,272,428,298,680,221,854,112,613,102,534,100,493,30,348,20151217
5538,201506,120000412,21851,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,48,2,278,4,1911,44,318,28,230,9,337,8,354,10,474,7,577,15,655,16,852,21,1058,38,1519,40,2557,67,2762,85,2122,44,2075,33,2018,30,844,8,20151217
5538,201506,120000420,21342,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,1,1,47,0,59,31,60,13,26,4,12,14,13,11,13,6,20,14,22,26,25,22,25,24,24,29,44,71,22,67,39,46,22,33,16,55,7,16,20151217
5538,201506,120000419,21343,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,2,6,47,45,701,142,375,86,61,73,38,127,18,122,29,180,72,229,61,255,49,311,35,260,80,615,127,815,115,1129,105,905,77,799,69,737,49,463,20151217
5538,201506,120000450,21365,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,4,0,3,35,3,291,18,143,17,94,5,63,1,49,6,86,4,146,9,159,2,204,5,160,5,392,13,370,13,570,13,383,9,386,7,403,6,304,20151217
5538,201506,120000417,21344,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,1,6,2,57,16,2380,37,381,1,48,2,32,6,45,4,47,2,61,15,75,7,85,7,73,3,120,10,198,4,206,7,158,4,155,0,132,3,86,20151217
5538,201506,120000415,21345,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,0,2,2,8,6,11,2,22,0,16,0,28,0,20,0,49,6,57,0,71,1,90,1,81,1,191,2,290,3,325,3,235,1,249,4,200,2,132,20151217
5538,201506,120000413,21346,Àç³ÑÀÌ°í°³,0,0,0,0,0,0,0,0,0,0,161,11,588,113,1516,77,1424,232,576,99,358,98,205,95,261,145,200,163,230,154,215,195,425,212,274,401,271,702,179,815,106,561,117,522,61,518,15,291,20151217
5538,201506,120000414,21347,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,109,2,185,6,597,1,527,5,359,0,193,1,113,3,128,2,110,3,113,6,69,5,123,1,83,3,83,2,76,0,40,1,28,4,9,2,7,1,20151217
5538,201506,120000416,21348,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,36,1,114,5,254,6,341,21,98,2,61,2,42,1,88,7,60,8,148,7,150,7,440,11,243,22,111,20,97,14,55,9,79,8,112,2,21,1,20151217
5538,201506,120000449,21366,¼º¿øÈ¨¾ÆÆÄÆ®,0,0,0,0,0,0,0,0,0,0,96,0,143,3,578,10,525,28,305,5,175,11,90,4,133,3,82,15,96,4,70,15,65,18,80,13,91,16,83,40,92,16,33,20,16,4,5,2,20151217
5538,201506,120000418,21349,º¸¶ó¸Å°ø¿µÁÖÂ÷Àå,0,0,0,0,0,0,0,0,0,0,131,8,446,23,1328,129,1236,170,488,92,286,52,182,20,194,40,182,37,193,54,131,56,121,65,127,72,180,55,108,53,72,34,58,34,63,33,14,9,20151217
5538,201506,120000155,21257,ºÀÀÏ½ÃÀå,0,0,0,0,0,0,0,0,0,0,0,41,3,200,27,379,78,480,5,172,4,77,0,48,3,30,3,40,9,79,3,76,0,88,2,47,1,67,1,47,2,17,2,29,1,31,0,10,20151217
5538,201506,120000156,21258,ºÀÃµ¿ª,0,0,0,0,0,0,0,0,0,0,2,227,8,1289,265,3368,70,3536,18,1921,1,927,1,554,9,579,11,634,31,634,17,475,35,1004,19,522,93,605,159,389,38,299,28,219,10,184,1,72,20151217
5538,201505,120000413,21346,Àç³ÑÀÌ°í°³,0,0,0,0,0,0,0,0,0,0,160,10,496,125,1399,86,1319,202,614,131,423,96,253,110,239,143,257,196,225,158,207,241,309,216,285,404,271,631,245,788,127,653,115,608,86,558,15,300,20151217
5538,201505,120000414,21347,¿¬Èñºô¶ó,0,0,0,0,0,0,0,0,0,0,67,6,218,5,538,1,516,5,352,3,218,1,149,1,157,1,141,4,129,7,84,5,114,3,114,4,99,5,101,1,46,2,30,6,16,3,7,0,20151217
5538,201505,120000416,21348,´ç°îÁß°í±³,0,0,0,0,0,0,0,0,0,0,24,0,110,0,275,8,365,30,112,4,100,5,63,4,102,6,110,3,83,9,114,3,387,4,203,15,92,13,106,12,55,10,98,15,133,5,12,1,20151217
